description,location,date,bedroom,bathroom,price
5 bedroom detached duplex for sale,"  Beside Banana Island Gate, Banana Island, Ikoyi, Lagos",Added on 30 Sep 2019,5,5,"350,000,000"
6 bedroom detached bungalow for sale,"  Puposola, Fagba, Agege, Lagos",Added on 12 Aug 2020,6,5,"11,000,000"
4 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 14 May 2020,4,5,"200,000,000"
4 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 24 Mar 2020,4,5,"270,000,000"
4 bedroom detached duplex for sale,"  Arcadia Grove Estate, Osapa, Lekki, Lagos",Added on 05 Mar 2020,4,5,"170,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate., Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,5,"63,000,000"
4 bedroom terraced duplex for sale,"  Chevron Area, Chevron Alternative Drive, Lekki, Lagos",Added on 12 Aug 2020,4,4,"43,000,000"
?,"  Chevron Area, Chevron Alternative Drive, Lekki, Lagos",?,4,4,"43,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 12 Aug 2020,4,5,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Idado, Lekki, Lagos",Added on 21 May 2020,4,5,"56,000,000"
5 bedroom terraced duplex for sale,"  Katampe Extension, Katampe, Abuja",Added on 05 Aug 2020,5,5,"55,000,000"
5 bedroom detached duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 10 Apr 2020,5,6,"155,000,000"
4 bedroom terraced duplex for sale,"  Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 03 Jul 2020,4,4,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,4,"45,000,000"
5 bedroom detached bungalow for sale,"  Bode Thomas, Surulere, Lagos",Added on 12 Aug 2020,5,5,"100,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Rd, Lekki Expressway, Lekki, Lagos",Added on 07 Aug 2020,4,4,"53,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,4,4,"58,000,000"
3 bedroom terraced duplex for sale,"  Orchid ,2nd Toll Gate, Lekki, Lagos",Added on 12 Aug 2020,3,5,"33,000,000"
Detached bungalow for sale,"  Bode Thomas, Surulere, Lagos",Added on 12 Aug 2020,3,5,"65,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Onikoyi, Banana Island, Ikoyi, Lagos",Added on 26 Jul 2020,5,,"300,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajiwe, Ajah, Lagos",Added on 12 Aug 2020,4,4,"35,000,000"
5 bedroom detached duplex for sale,"  Bera Estate By Chevron Headoffice, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,5,5,"85,000,000"
6 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,6,6,"170,000,000"
5 bedroom detached duplex for sale,"  Beside Signature House , El-amin School, Gurara Street, Maitama District, Abuja",Added on 01 Aug 2020,5,5,"150,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 10 Jul 2020,5,6,"120,000,000"
12 bedroom block of flats for sale,"  Off Iwaya Road., Iwaya, Yaba, Lagos",Added on 12 Aug 2020,12,6,"130,000,000"
4 bedroom terraced duplex for sale,"  Bera Estate, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 11 Aug 2020,4,4,"50,000,000"
6 bedroom detached duplex for sale,"  Opic, Isheri North, Lagos",Added on 12 Aug 2020,6,6,"200,000,000"
?,"  Opic, Isheri North, Lagos",?,6,6,"200,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,5,6,"150,000,000"
5 bedroom terraced duplex for sale,"  Off Admiralty Way., Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Close To The First Gate, GRA, Isheri North, Lagos",Added on 12 Aug 2020,4,4,"40,000,000"
4 bedroom detached duplex for sale,"  Ebute, Ikorodu, Lagos",Added on 12 Aug 2020,4,4,"35,000,000"
5 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
3 bedroom detached bungalow for sale,"  Abijo, Lekki, Lagos",Added on 12 Aug 2020,3,3,"22,000,000"
4 bedroom semi-detached duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added on 12 Aug 2020,4,4,"80,000,000"
3 bedroom terraced duplex for sale,"  Ajiwe, Ajah, Lagos",Added on 12 Aug 2020,3,4,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Manor Gradens, Chevron., Lekki, Lagos",Added on 12 Aug 2020,4,4,"62,000,000"
5 bedroom detached duplex for sale,"  Villa Estate Beside Mega Chicken., Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,5,"80,000,000"
4 bedroom block of flats for sale,"  Ramat, Alhaja Bus Stop, Ogudu, Lagos",Added on 05 Aug 2020,4,4,"160,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 06 Jun 2020,5,5,"250,000,000"
4 bedroom block of flats for sale,"  Ramat, Alhaja Bus Stop, Ogudu, Lagos",Added on 05 Aug 2020,4,4,"160,000,000"
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,4,"38,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 12 Aug 2020,4,4,"78,000,000"
5 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 12 Aug 2020,5,4,"600,000,000"
5 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
5 bedroom detached bungalow for sale,"  Iwofe By St. John, Port Harcourt, Rivers",Added on 10 Jul 2020,5,6,"50,000,000"
8 bedroom block of flats for sale,"  Close To Berger., Olambe, Ifo, Ogun",Added on 12 Aug 2020,8,6,"12,000,000"
12 bedroom block of flats for sale,"  Denro, Ojodu, Lagos",Added on 12 Aug 2020,12,3,"30,000,000"
2 bedroom block of flats for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 12 Aug 2020,2,2,"45,000,000"
?,"  Ikate Elegushi, Lekki, Lagos",?,2,2,"45,000,000"
2 bedroom house for sale,"  Abraham Adesanya, Ajah, Lagos",Added on 12 Aug 2020,2,2,"27,000,000"
5 bedroom detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 12 Aug 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 02 Aug 2020,5,5,"62,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 12 Aug 2020,5,5,"90,000,000"
2 bedroom block of flats for sale,"  Orchid, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,2,2,"25,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Right, Behind Pinnacle Filling Station., Lekki, Lagos",Added on 12 Aug 2020,4,4,"160,000,000"
4 bedroom detached duplex for sale,"  Lekki Palm City, Ajah, Lagos",Added on 17 Apr 2019,4,4,"52,000,000"
5 bedroom detached duplex for sale,"  Chevron Lekki, Lekki, Lagos",Added on 09 Aug 2019,5,6,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 15 Oct 2019,4,4,"46,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes Estate Lekki, Ajah, Lagos",Added on 16 Dec 2019,5,5,"115,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 19 Feb 2020,4,4,"46,000,000"
?,,?,,,
5 bedroom house for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,5,6,"130,000,000"
3 bedroom terraced duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 27 Feb 2020,3,3,"33,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes Estate Ikota Lekki, Lekki, Lagos",Added on 03 Mar 2020,5,5,"120,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 04 Mar 2020,4,4,"60,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes Estate Ikota Lekki, Lekki, Lagos",Added on 09 Mar 2020,5,5,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 20 Mar 2020,4,4,"50,000,000"
4 bedroom detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 08 May 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 08 May 2020,5,5,"80,000,000"
5 bedroom detached duplex for sale,"  Chevy View Estate Chevron, Lekki, Lagos",Added on 09 May 2020,5,5,"75,000,000"
?,"  Chevy View Estate Chevron, Lekki, Lagos",?,5,5,"75,000,000"
5 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 11 May 2020,5,5,"160,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 May 2020,5,5,"270,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 19 May 2020,5,5,"70,000,000"
5 bedroom detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 29 May 2020,5,5,"57,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Lekki, Lagos",Added on 01 Jun 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki, Lagos",Added on 06 Jun 2020,4,4,"42,000,000"
4 bedroom semi-detached duplex for sale,"  Agungi, Lekki, Lagos",Added on 08 Jun 2020,4,4,"56,000,000"
4 bedroom terraced duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 18 Jun 2020,4,4,"43,000,000"
5 bedroom detached duplex for sale,"  Orchid Lekki, Lekki, Lagos",Added on 18 Jun 2020,5,5,"70,000,000"
5 bedroom detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 19 Jun 2020,5,5,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 19 Jun 2020,4,4,"35,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
5 bedroom detached duplex for sale,"  Lake View Estate., Lekki, Lagos",Added on 20 Jun 2020,5,5,"120,000,000"
4 bedroom semi-detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 22 Jun 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Lekki, Lagos",Added on 23 Jun 2020,5,5,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 01 Jul 2020,4,4,"58,000,000"
4 bedroom detached duplex for sale,"  Second Toll Gate., Lekki, Lagos",Added on 02 Jul 2020,4,4,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Phase 1, Lekki, Lagos",Added on 04 Jul 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 04 Jul 2020,4,4,"58,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki, Lagos",Added on 06 Jul 2020,5,5,"230,000,000"
4 bedroom semi-detached duplex for sale,"  Cowrie Creek Estate, Ikate Elegushi, Lekki, Lagos",Added on 07 Jul 2020,4,4,"210,000,000"
?,"  Cowrie Creek Estate, Ikate Elegushi, Lekki, Lagos",?,4,4,"210,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes Estate, Ikota, Lekki, Lagos",Added on 16 Jul 2020,5,5,"110,000,000"
5 bedroom detached duplex for sale,"  Chevron Lekki, Lekki, Lagos",Added on 17 Jul 2020,5,5,"70,000,000"
4 bedroom terraced duplex for sale,"  Chevron Lekki, Lekki, Lagos",Added on 20 Jul 2020,4,4,"43,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Lekki, Lekki, Lagos",Added on 27 Jul 2020,4,4,"47,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Lekki, Lagos",Added on 27 Jul 2020,5,5,"280,000,000"
5 bedroom detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 28 Jul 2020,5,5,"125,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 29 Jul 2020,5,5,"65,000,000"
5 bedroom detached duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 30 Jul 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 30 Jul 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Lekki Phase 2, Lekki, Lagos",Added on 03 Aug 2020,5,5,"63,000,000"
4 bedroom semi-detached duplex for sale,"  Thomas Estate., Ajah, Lagos",Added on 07 Aug 2020,4,4,"45,000,000"
?,,?,,,
5 bedroom house for sale,"  Ikate, Lekki, Lagos",Added on 26 Aug 2020,5,6,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Second Toll Gate., Lekki, Lagos",Added on 10 Aug 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Lekki Palm City Estate., Ajah, Lagos",Added on 11 Aug 2020,4,4,"53,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate., Ajah, Lagos",Added on 11 Aug 2020,4,4,"58,000,000"
5 bedroom detached duplex for sale,"  Nicon Town Estate., Ikate, Lekki, Lagos",Added on 11 Aug 2020,5,5,"240,000,000"
4 bedroom detached duplex for sale,"  Bera Estate Chevron., Lekki, Lagos",Added on 11 Aug 2020,4,4,"63,000,000"
5 bedroom detached duplex for sale,"  Chevy View Estate., Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 06 Feb 2020,4,4,"180,000,000"
3 bedroom detached bungalow for sale,"  Phase 3 Kubwa, Kubwa, Abuja",Added on 12 Aug 2020,3,3,"28,000,000"
3 bedroom terraced duplex for sale,"  Infinity Estate Addo Road., Ado, Ajah, Lagos",Added on 12 Aug 2020,3,3,"35,000,000"
?,"  Infinity Estate Addo Road., Ado, Ajah, Lagos",?,3,3,"35,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,5,"80,000,000"
5 bedroom detached duplex for sale,"  Ihuntayi Street, Oniru, Victoria Island (VI), Lagos",Added on 10 Aug 2020,5,5,"250,000,000"
4 bedroom terraced duplex for sale,"  221 Close, 2nd Avenue., Banana Island, Ikoyi, Lagos",Added on 12 Aug 2020,4,5,"200,000,000"
5 bedroom detached duplex for sale,"  Ikate, Lekki, Lagos",Added on 12 Aug 2020,5,6,"220,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 12 Aug 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  By The Rock Cathedral, Ikate, Lekki, Lagos",Added on 01 Jun 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Shoprite Road., Osapa, Lekki, Lagos",Added on 26 Feb 2020,5,5,"170,000,000"
3 bedroom terraced duplex for sale,"  Agungi, Lekki, Lagos",Added on 28 Jul 2020,3,3,"36,000,000"
4 bedroom detached bungalow for sale,"  Off Arab Road, Kubwa, Abuja",Added on 12 Aug 2020,4,3,"32,000,000"
3 bedroom terraced duplex for sale,"  Orchid Road, By 2nd Toll Gate, Lekki Phase 1, Lekki, Lagos",Added on 02 Mar 2020,3,3,"35,000,000"
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Onikoyi, Banana Island, Ikoyi, Lagos",Added on 26 Jul 2020,5,,"300,000,000"
5 bedroom detached duplex for sale,"  Pinnok Brach Estate., Osapa, Lekki, Lagos",Added on 12 Aug 2020,5,5,"280,000,000"
5 bedroom detached duplex for sale,"  Lekky County Homes, Lekki Phase 2, Lekki, Lagos",Added on 12 Aug 2020,5,5,"125,000,000"
6 bedroom detached duplex for sale,"  Ijroan Estate By Pinnok Brach., Osapa, Lekki, Lagos",Added on 12 Aug 2020,6,6,"110,000,000"
4 bedroom terraced duplex for sale,"  By Abraham Adesanya, Lekki Phase 2, Lekki, Lagos",Added on 10 Aug 2020,4,4,"25,000,000"
3 bedroom semi-detached bungalow for sale,"  Bashorun Town/majek Lekki Epe Expressway, Eti Osa Lga, Abijo, Lekki, Lagos",Added on 03 Aug 2020,3,3,"16,500,000"
4 bedroom terraced duplex for sale,"  Peninsula Gardens Estate, Sangotedo, Ajah, Lagos",Added on 12 Aug 2020,4,4,"40,000,000"
3 bedroom block of flats for sale,"  Wuye, Abuja",Added on 26 Jun 2020,3,3,"32,900,000"
9 bedroom detached duplex for sale,"  Maitama District, Abuja",Added on 05 Mar 2020,9,11,"900,000,000"
4 bedroom terraced duplex for sale,"  Paradise Hill Estate, After Coza Church., Guzape District, Abuja",Added on 03 Dec 2019,4,4,"35,000,000"
?,"  Paradise Hill Estate, After Coza Church., Guzape District, Abuja",?,4,4,"35,000,000"
3 bedroom block of flats for sale,"  Behind Family Worship Centre, By Zartech, Wuye, Abuja",Added on 15 Dec 2019,3,4,"280,000,000"
4 bedroom detached duplex for sale,"  Beside Pinnock Beach Estate, Castlerock Ave, Jakande, Lekki, Lagos",Added on 18 Feb 2020,4,4,"80,000,000"
6 bedroom detached duplex for sale,"  Western Foreshore Estate, Beside Pinnock Beach Estate,, Jakande, Lekki, Lagos",Added on 18 Feb 2020,6,6,"98,500,000"
5 bedroom detached duplex for sale,"  Even Estate, Addo Road, Badore, Ajah, Lagos",Added on 19 Feb 2020,5,5,"42,000,000"
5 bedroom detached duplex for sale,"  Adeniyi Adedeji Close, Oniru, Victoria Island (VI), Lagos",Added on 19 Feb 2020,5,5,"150,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 21 Feb 2020,5,5,"100,000,000"
4 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 28 Feb 2020,4,4,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki, Lagos, Lekki Phase 1, Lekki, Lagos",Added on 11 Apr 2020,4,4,"78,000,000"
3 bedroom detached duplex for sale,"  Lekki Gardens Phase 2, Ajah, Lagos",Added on 12 Aug 2020,3,4,"50,000,000"
3 bedroom detached bungalow for sale,"  Gwarimpa Extension, Karsana, Abuja",Added on 11 Aug 2020,3,4,"35,000,000"
3 bedroom detached bungalow for sale,"  Sunnyvale Esate, Lokogoma District, Abuja",Added on 14 Jun 2020,3,3,"32,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
3 bedroom detached duplex for sale,"  Awada Obosi, Idemili South, Idemili, Anambra",Added on 12 Aug 2020,3,2,"92,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Alternative Route, Lekki Expressway, Lekki, Lagos",Added on 15 May 2020,4,5,"55,000,000"
4 bedroom semi-detached duplex for sale,"  By Chevron Drive, Agungi, Lekki, Lagos",Added on 13 May 2020,4,4,"65,000,000"
5 bedroom detached duplex for sale,"  Megamound, Lekki County Homes, Ikota, Lekki, Lagos",Added on 16 May 2020,5,5,"90,000,000"
3 bedroom terraced duplex for sale,"  Abraham Adesanya Urban Prime2 Estate, Ajah, Lagos",Added on 03 Aug 2020,3,3,"41,000,000"
5 bedroom detached duplex for sale,"  Megamound, Lekki County Homes, Ikota, Lekki, Lagos",Added on 16 May 2020,5,5,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Lekki, Lekki Phase 1, Lekki, Lagos",Added on 06 Aug 2020,4,4,"58,000,000"
5 bedroom detached duplex for sale,"  Megamound, Lekki County Homes, Ikota, Lekki, Lagos",Added on 16 May 2020,5,5,"85,000,000"
?,"  Megamound, Lekki County Homes, Ikota, Lekki, Lagos",?,5,5,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Ajah, Lagos",Added on 06 Aug 2020,4,4,"34,500,000"
4 bedroom semi-detached duplex for sale,"  Lekki Garden Phase 3, Behind Lagos Business School, Olokonla, Ajah, Lagos",Added on 28 Jun 2020,4,4,"36,000,000"
3 bedroom terraced duplex for sale,"  Urban Prime3 Estate Abraham Adesanya, Ajah, Lagos",Added on 06 Aug 2020,3,3,"29,000,000"
4 bedroom semi-detached duplex for sale,"  Orchid Road, Lekki Expressway, Lekki, Lagos",Added on 02 Jun 2020,4,5,"53,000,000"
Block of flats for sale,"  By Synagogue Church, Isolo, Lagos",Added on 22 Jul 2020,4,5,"105,000,000"
4 bedroom semi-detached duplex for sale,"  Allen, Ikeja, Lagos",Added on 10 Jun 2020,4,4,"95,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 11 Mar 2020,4,4,"70,000,000"
3 bedroom detached bungalow for sale,"  P.w Kubwa, Kubwa, Abuja",Added on 12 Aug 2020,3,3,"27,000,000"
5 bedroom detached duplex for sale,"  Ikota Estate, Chevron Toll Gate., Ikota, Lekki, Lagos",Added on 12 Aug 2020,5,3,"78,000,000"
4 bedroom terraced duplex for sale,"  Lekki County Estate, After Chevron Toll Gate., Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,3,"38,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 11 Aug 2020,5,5,"76,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,5,"38,000,000"
5 bedroom detached duplex for sale,"  Megamound Estate, Ikota, Lekki, Lagos",Added on 11 Aug 2020,5,5,"121,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 11 Aug 2020,4,4,"52,000,000"
4 bedroom semi-detached duplex for sale,"  Mega Mound Estate., Ikota, Lekki, Lagos",Added on 11 Aug 2020,4,4,"78,000,000"
4 bedroom terraced duplex for sale,"  Lekki Second Toll Gate, Ikota, Lekki, Lagos",Added on 04 Jul 2020,4,6,"35,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 15 Jul 2020,5,6,"250,000,000"
4 bedroom detached duplex for sale,"  Friends Colony, Osapa, Lekki, Lagos",Added on 11 Aug 2020,4,4,"110,000,000"
5 bedroom detached duplex for sale,"  Megamond, Ikota, Lekki, Lagos",Added on 29 Jul 2020,5,6,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Megachiken, Ikota, Lekki, Lagos",Added on 12 Aug 2020,4,5,"50,000,000"
4 bedroom terraced duplex for sale,"  Off Freedom Way, Ikate Elegushi., Lekki Phase 1, Lekki, Lagos",Added on 12 Aug 2020,4,5,"78,000,000"
