description,location,date,bedroom,bathroom,price
4 bedroom semi-detached duplex for sale,"  Awuse Estate, Opebi, Ikeja, Lagos",Added on 08 May 2020,4,4,"75,000,000"
3 bedroom detached bungalow for sale,"  Bogije, Ibeju Lekki, Lagos",Added on 08 May 2020,3,4,"21,000,000"
?,"  Bogije, Ibeju Lekki, Lagos",?,3,4,"21,000,000"
4 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 18 Mar 2020,4,4,"250,000,000"
3 bedroom block of flats for sale,"  Adeniyi Jones, Ikeja, Lagos",Added on 28 Apr 2020,3,3,"65,000,000"
Semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 08 May 2020,3,3,"61,000,000"
3 bedroom block of flats for sale,"  Magodo Phase 2, Magodo, Lagos",Added on 28 Apr 2020,3,3,"45,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 08 May 2020,5,6,"130,000,000"
5 bedroom detached duplex for sale,"  VGC, Lekki, Lagos",Added on 08 May 2020,5,5,"140,000,000"
4 bedroom terraced duplex for sale,"  Lekki Gardens Phase One Estate, Sangotedo, Ajah, Lagos",Added on 07 May 2020,4,4,"26,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 07 May 2020,5,5,"150,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 07 May 2020,4,4,"130,000,000"
4 bedroom detached duplex for sale,"  Berra Estate Chevron, Lekki, Lagos",Added on 07 May 2020,4,4,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Ikota, Ikota, Lekki, Lagos",Added on 07 May 2020,4,4,"50,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Plot 2785, End Of Linda Chalker Street, Asokoro District, Abuja",Added on 23 Jun 2020,5,5,"170,000,000"
4 bedroom detached duplex for sale,"  Chevy View Estate, Lekki, Lekki, Lagos",Added on 07 May 2020,4,4,"75,000,000"
4 bedroom detached duplex for sale,"  Lokogoma District, Abuja",Added on 07 May 2020,4,5,"35,000,000"
4 bedroom semi-detached duplex for sale,"  Allen Avenue, Allen, Ikeja, Lagos",Added on 07 May 2020,4,4,"70,000,000"
5 bedroom detached duplex for sale,"  Adeniyi Jones, Ikeja, Lagos",Added on 07 May 2020,5,5,"95,000,000"
4 bedroom detached duplex for sale,"  Off Allen Avenue, Allen, Ikeja, Lagos",Added on 07 May 2020,4,4,"60,000,000"
4 bedroom terraced duplex for sale,"  Off Bode Thomas Road, Bode Thomas, Surulere, Lagos",Added on 07 May 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Abiola Court 10, Chevron Drive ( Alternative Route) Lekki., Lekki Phase 1, Lekki, Lagos",Added on 26 Mar 2020,5,6,"140,000,000"
5 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 07 May 2020,5,5,"80,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki County Estate, Ikota, Lekki, Lagos",Added on 07 May 2020,4,5,"95,000,000"
?,"  Lekki County Estate, Ikota, Lekki, Lagos",?,4,5,"95,000,000"
Detached duplex for sale,"  Etete, Benin, Oredo, Edo",Added on 07 May 2020,4,5,"65,000,000"
5 bedroom detached duplex for sale,"  By Friends Colony, Osapa, Lekki, Lagos",Added on 07 May 2020,5,5,"69,000,000"
4 bedroom detached duplex for sale,"  Hakeem Dickson Road, Lekki Phase 1, Lekki, Lagos",Added on 07 May 2020,4,4,"115,000,000"
3 bedroom detached bungalow for sale,"  Main Shapati Road, Imalete Alafia, Ibeju Lekki, Lagos",Added on 07 May 2020,3,3,"2,000,000"
5 bedroom detached bungalow for sale,"  Main Onosa Town Road, Onosa, Ibeju Lekki, Lagos",Added on 07 May 2020,5,7,"7,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa London, Osapa, Lekki, Lagos",Added on 07 May 2020,4,4,"45,000,000"
3 bedroom detached bungalow for sale,"  Bogije, Lekki, Lagos",Added on 07 May 2020,3,3,"19,299,375"
5 bedroom detached duplex for sale,"  Shoreline Estate, Banana Island, Ikoyi, Lagos",Added on 07 May 2020,5,5,"1,200,000,000"
3 bedroom semi-detached bungalow for sale,"  Morekete Road, Igbogbo, Ikorodu, Lagos",Added on 07 May 2020,3,4,"10,500,000"
5 bedroom detached duplex for sale,"  Lekki, Lagos",Added on 17 Mar 2020,5,6,"78,000,000"
5 bedroom detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added on 07 May 2020,5,6,"80,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Peter Odili Road, Port Harcourt, Rivers",Added on 07 May 2020,4,4,"50,000,000"
4 bedroom semi-detached duplex for sale,"  Buena Vista, Orchid Rd, Close To The 2nd Toll Agate, Lekki, Lagos",Added on 07 May 2020,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  Off Nta Apara Link Road., Port Harcourt, Rivers",Added on 07 May 2020,5,5,"70,000,000"
4 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 30 Apr 2020,4,4,"100,000,000"
4 bedroom semi-detached duplex for sale,"  West End Estate, Lekki County, Lekki, Lagos",Added on 07 May 2020,4,4,"55,000,000"
5 bedroom semi-detached duplex for sale,"  Lekki, Lagos",Added on 07 May 2020,5,6,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa London, Osapa, Lekki, Lagos",Added on 17 Mar 2020,4,5,"55,000,000"
4 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 19 Mar 2020,4,5,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 07 May 2020,4,5,"65,000,000"
?,"  Chevron, Lekki, Lagos",?,4,5,"65,000,000"
5 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 07 May 2020,5,6,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Eden's Court, Chevron Drive, Lekki, Lagos",Added on 07 May 2020,4,6,"59,000,000"
5 bedroom detached duplex for sale,"  Ramat, GRA, Ogudu, Lagos",Added on 07 May 2020,5,5,"150,000,000"
5 bedroom detached duplex for sale,"  Ramat, GRA, Ogudu, Lagos",Added on 07 May 2020,5,5,"120,000,000"
5 bedroom detached duplex for sale,"  Ado, Ajah, Lagos",Added on 07 May 2020,5,5,"48,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 06 May 2020,4,4,"55,000,000"
2 bedroom block of flats for sale,"  Onimaba Estate Isheri, Igando, Ikotun, Lagos",Added on 06 May 2020,2,2,"25,000,000"
3 bedroom detached bungalow for sale,"  Colbek Estate Trade More Lugbe Airport Road, Lugbe District, Abuja",Added on 06 May 2020,3,4,"35,000,000"
5 bedroom detached duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 06 May 2020,5,5,"155,000,000"
4 bedroom terraced duplex for sale,"  Beechwood Park, Bogije, Ibeju Lekki, Lagos",Added on 06 May 2020,4,5,"26,437,500"
4 bedroom terraced duplex for sale,"  Agungi, Lekki, Lagos",Added on 06 May 2020,4,4,"65,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 20 Jul 2020,4,4,"120,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 06 May 2020,4,4,"80,000,000"
5 bedroom detached duplex for sale,"  Ikate, Lekki Phase 1, Lekki, Lagos",Added on 06 May 2020,5,5,"115,000,000"
3 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 06 May 2020,3,3,"270,000,000"
4 bedroom terraced duplex for sale,"  Bola Shadipe Street, Adelabu, Surulere, Lagos",Added on 06 May 2020,4,3,"45,000,000"
5 bedroom detached duplex for sale,"  Stillwaters Gardens Estate, Ikate Elegushi, Lekki, Lagos",Added on 06 May 2020,5,4,"100,000,000"
5 bedroom semi-detached duplex for sale,"  Maitama District, Abuja",Added on 06 May 2020,5,5,"320,000,000"
5 bedroom semi-detached duplex for sale,"  Off Agbola Ajumobi Street Magodo, GRA, Magodo, Lagos",Added on 06 May 2020,5,5,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Buena Vista Estate, Orchid Rd, Lafiaji, Lekki, Lagos",Added on 06 May 2020,4,5,"60,000,000"
5 bedroom detached duplex for sale,"  Off Road 13, Lekki Phase 1, Lekki, Lagos",Added on 06 May 2020,5,5,"200,000,000"
?,"  Off Road 13, Lekki Phase 1, Lekki, Lagos",?,5,5,"200,000,000"
4 bedroom terraced duplex for sale,"  Havens Homes Richmond Estate, Ikate, Lekki, Lagos",Added on 06 May 2020,4,4,"95,000,000"
8 bedroom detached duplex for sale,"  Off Admiralty Way Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",Added on 06 May 2020,8,8,"400,000,000"
5 bedroom detached duplex for sale,"  Efab Metropolis, Gwarinpa, Abuja",Added on 02 Mar 2020,5,5,"100,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 08 Apr 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Shonibare Estate., Ikeja GRA, Ikeja, Lagos",Added on 18 Apr 2020,5,5,"120,000,000"
3 bedroom house for sale,"  Beechwood Park, Bogije, Ibeju Lekki, Lagos",Added on 06 May 2020,3,5,"19,299,375"
2 bedroom house for sale,"  Beechwood Estate, Bogije, Ibeju Lekki, Lagos",Added on 06 May 2020,2,5,"15,862,500"
4 bedroom block of flats for sale,"  Probyn Road (onisiwo Road), Old Ikoyi, Ikoyi, Lagos",Added on 05 May 2020,4,7,"270,000,000"
5 bedroom detached duplex for sale,"  Buena Vista Estate, Lekki, Lagos",Added on 05 May 2020,5,5,"68,000,000"
3 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 05 May 2020,3,3,"90,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 05 May 2020,4,5,"60,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Aug 2020,4,5,"38,000,000"
5 bedroom detached duplex for sale,"  Lake View 1 Opposite Vgc Complex, VGC, Lekki, Lagos",Added on 05 May 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 05 May 2020,5,5,"100,000,000"
4 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 05 May 2020,4,4,"120,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 05 May 2020,5,5,"100,000,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 05 May 2020,4,4,"70,000,000"
4 bedroom house for sale,"  Ajao Estate Link Bridge, Oke Afa, Isolo, Lagos",Added on 05 May 2020,4,4,"48,000,000"
4 bedroom semi-detached duplex for sale,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 05 May 2020,4,4,"110,000,000"
2 bedroom terraced duplex for sale,"  Urban Prime Two, Ogombo, Ajah, Lagos",Added on 05 May 2020,2,3,"35,000,000"
4 bedroom semi-detached bungalow for sale,"  Victoria Crest Estate 2, Orchid Road, Lekki Phase 2, Lekki, Lagos",Added on 05 May 2020,4,3,"47,000,000"
?,"  Victoria Crest Estate 2, Orchid Road, Lekki Phase 2, Lekki, Lagos",?,4,3,"47,000,000"
3 bedroom detached duplex for sale,"  Oluyole Estate, Old Bodija, Ibadan, Oyo",Added on 05 May 2020,3,4,"45,000,000"
Detached duplex for sale,"  3rd Avenue, Banana Island, Ikoyi, Lagos",Added on 05 May 2020,3,4,"1,100,000,000"
4 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 05 May 2020,4,4,"1,100,000,000"
2 bedroom detached bungalow for sale,"  Ajah Lagos, Bogije, Ibeju Lekki, Lagos",Added on 05 May 2020,2,3,"15,862,500"
6 bedroom block of flats for sale,"  Lagoon View Estate Ibeshe Road, Ebute, Ikorodu, Lagos",Added on 05 May 2020,6,6,"18,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 06 Mar 2020,5,6,"450,000,000"
4 bedroom semi-detached duplex for sale,"  Ogombo, Ajah, Lagos",Added on 05 May 2020,4,5,"55,000,000"
5 bedroom detached duplex for sale,"  Off Kunsela/ House Of Rock, Ikate, Ikate Elegushi, Lekki, Lagos",Added on 05 May 2020,5,5,"120,000,000"
3 bedroom detached bungalow for sale,"  Off Michael Okpara Way, Zone 7, Wuse, Abuja",Added on 05 May 2020,3,3,"130,000,000"
3 bedroom terraced duplex for sale,"  Mitchville Estate, Lokogoma District, Abuja",Added on 04 May 2020,3,3,"35,000,000"
House for sale,"  Lekki, Lagos",Added on 04 May 2020,3,3,"70,000,000"
?,,?,,,
3 bedroom terraced duplex for sale,"  Airport Road., Lugbe District, Abuja",Added on 08 Jul 2020,3,,"23,100,000"
3 bedroom terraced duplex for sale,"  Camberwall Courts, Abijo, Lekki, Lagos",Added on 04 May 2020,3,3,"28,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 04 May 2020,5,5,"120,000,000"
4 bedroom detached duplex for sale,"  Lokogoma District, Abuja",Added on 04 May 2020,4,4,"70,000,000"
3 bedroom detached bungalow for sale,"  Efab Globa Estates, Mbora (Nbora), Abuja",Added on 04 May 2020,3,3,"40,000,000"
Terraced duplex for sale,"  Katampe (Main), Katampe, Abuja",Added on 04 May 2020,3,3,"14,000,000,000"
4 bedroom detached duplex for sale,"  Unity Street, Awoyaya, Ibeju Lekki, Lagos",Added on 04 May 2020,4,4,"27,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 04 May 2020,4,4,"39,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 04 May 2020,5,5,"58,000,000"
5 bedroom detached duplex for sale,"  Megamound, Lekki County, Ikota, Lekki, Lagos",Added on 04 May 2020,5,5,"100,000,000"
?,"  Megamound, Lekki County, Ikota, Lekki, Lagos",?,5,5,"100,000,000"
7 bedroom detached duplex for sale,"  Asokoro District, Abuja",Added on 04 May 2020,7,7,"650,000,000"
5 bedroom detached duplex for sale,"  Off Ihuntayi, Oniru, Victoria Island (VI), Lagos",Added on 04 May 2020,5,5,"160,000,000"
4 bedroom terraced duplex for sale,"  On Admiralty Road Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",Added on 09 Mar 2020,4,5,"135,000,000"
4 bedroom semi-detached duplex for sale,"  Agungi, Agungi, Lekki, Lagos",Added on 10 Mar 2020,4,5,"57,000,000"
4 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 10 Mar 2020,4,5,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 11 Mar 2020,4,5,"41,000,000"
5 bedroom detached duplex for sale,"  2nd Roundabout., Lekki Phase 1, Lekki, Lagos",Added on 11 Mar 2020,5,6,"150,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 11 Mar 2020,4,5,"100,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 16 Mar 2020,4,5,"55,000,000"
5 bedroom semi-detached duplex for sale,"  Oniru, Oniru, Victoria Island (VI), Lagos",Added on 19 Mar 2020,5,6,"145,000,000"
4 bedroom semi-detached duplex for sale,"  Ikate, Ikate Elegushi, Lekki, Lagos",Added on 20 Mar 2020,4,5,"53,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Orchid Road, Lafiaji, Lekki, Lagos",Added on 20 Jul 2020,4,4,"55,000,000"
10 bedroom detached duplex for sale,"  National Assembly Quarters, Apo Zone B, Diplomatic Zones, Abuja",Added on 04 May 2020,10,11,"250,000,000"
4 bedroom detached bungalow for sale,"  Ebute, Ikorodu, Lagos",Added on 13 Apr 2020,4,11,"29,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 30 Mar 2020,5,6,"70,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki County Estate, Ikota, Lekki, Lagos",Added on 01 Apr 2020,4,5,"38,000,000"
4 bedroom terraced duplex for sale,"  Orchid Road,, Lekki Phase 2, Lekki, Lagos",Added on 04 May 2020,4,5,"42,000,000"
2 bedroom terraced bungalow for sale,"  Lakowe Village, Bogije, Ibeju Lekki, Lagos",Added on 03 May 2020,2,2,"15,862,500"
1 bedroom terraced bungalow for sale,"  Lakowe Village, Bogije, Ibeju Lekki, Lagos",Added on 03 May 2020,1,1,"10,892,250"
5 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 03 May 2020,5,5,"120,000,000"
18 bedroom block of flats for sale,"  Ext. 3., Kubwa, Abuja",Added on 03 May 2020,18,24,"170,000,000"
?,"  Ext. 3., Kubwa, Abuja",?,18,24,"170,000,000"
5 bedroom detached duplex for sale,"  Alidada Bus Stop, Ago Palace Way, Okota, Isolo, Lagos",Added on 03 May 2020,5,5,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Ilasan, Lekki, Ilasan, Lekki, Lagos",Added on 02 May 2020,4,5,"85,000,000"
4 bedroom semi-detached duplex for sale,"  Meadow Hall Road, Ikate, Elegushi, Ikate Elegushi, Lekki, Lagos",Added on 12 Mar 2020,4,4,"45,000,000"
3 bedroom terraced bungalow for sale,"  Okunola ., Egbeda, Alimosho, Lagos",Added on 08 Mar 2020,3,4,"16,000,000"
Detached bungalow for sale,"  Ekewan Road, Benin, Oredo, Edo",Added on 03 May 2020,3,4,"16,500,000"
4 bedroom block of flats for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 03 May 2020,4,4,"400,000,000"
4 bedroom semi-detached duplex for sale,"  Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",Added on 03 May 2020,4,4,"180,000,000"
5 bedroom detached duplex for sale,"  Chevy View, Lekki, Lagos",Added on 03 May 2020,5,4,"90,000,000"
4 bedroom semi-detached duplex for sale,"  Osapa London, Osapa, Lekki, Lagos",Added on 03 May 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Whitesands Beach Estate, Lekki Phase 2, Lekki, Lagos",Added on 03 May 2020,5,5,"165,000,000"
Terraced duplex for sale,"  Sangotedo, Ajah, Lagos",Added on 02 May 2020,5,5,"27,700,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 28 Feb 2020,4,4,"55,000,000"
Terraced duplex for sale,"  Lekki, Lagos",Added on 02 May 2020,4,4,"33,000,000"
Block of flats for sale,"  Area 2, Garki, Abuja",Added on 28 Mar 2020,4,4,"315,000,000"
Block of flats for sale,"  Life Camp, Abuja",Added on 28 Mar 2020,4,4,"139,000,000"
4 bedroom block of flats for sale,"  Wuse 2, Abuja",Added on 28 Mar 2020,4,4,"292,000,000"
Detached duplex for sale,"  Apara Road,, GRA Phase 3, Port Harcourt, Rivers",Added on 05 Apr 2020,4,4,"150,000,000"
5 bedroom detached duplex for sale,"  Abraham Adesanya,, Ajah, Lagos",Added on 02 May 2020,5,4,"95,000,000"
Terraced duplex for sale,"  VGC, Lekki, Lagos",Added on 02 May 2020,5,4,"28,000,000"
3 bedroom house for sale,"  Onigbongbo, Maryland, Lagos",Added on 02 May 2020,3,4,"28,000,000"
4 bedroom terraced duplex for sale,"  Sunrise Estate., Emene, Enugu, Enugu",Added on 02 May 2020,4,4,"30,000,000"
?,"  Sunrise Estate., Emene, Enugu, Enugu",?,4,4,"30,000,000"
Block of flats for sale,"  Festac, Festac, Amuwo Odofin, Lagos",Added on 02 May 2020,4,4,"35,000,000"
4 bedroom detached duplex for sale,"  Bera Estate Chevron, Lekki Phase 2, Lekki, Lagos",Added on 02 May 2020,4,4,"68,000,000"
3 bedroom house for sale,"  Urban Prime Two, Lekki, Lagos",Added on 02 May 2020,3,4,"33,000,000"
3 bedroom detached bungalow for sale,"  Vip Gardens, Ipaja Road, Boys Town, Ipaja, Lagos",Added on 02 May 2020,3,4,"16,000,000"
3 bedroom terraced bungalow for sale,"  Avocado Terrace, GRA, Isheri North, Lagos",Added on 02 May 2020,3,4,"30,000,000"
4 bedroom semi-detached duplex for sale,"  Urban Prime 2 Abraham Adesunya, Ajah, Lagos",Added on 02 May 2020,4,4,"55,000,000"
Semi-detached duplex for sale,"  Awolowo Way Ikeja, Ikeja, Lagos",Added on 02 May 2020,4,4,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 02 Apr 2020,4,5,"70,000,000"
2 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 03 Apr 2020,2,3,"35,000,000"
5 bedroom detached duplex for sale,"  Osapa, Lekki, Lagos",Added on 07 Apr 2020,5,6,"98,000,000"
Block of flats for sale,"  Aguda, Surulere, Lagos",Added on 02 May 2020,5,6,"35,000,000"
?,,?,,,
2 bedroom terraced duplex for sale,"  Abijo Gra, VGC, Lekki, Lagos",Added on 23 Aug 2020,2,2,"15,000,000"
5 bedroom terraced duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 02 May 2020,5,5,"200,000,000"
5 bedroom detached duplex for sale,"  Gra Estate, Lekki, Lagos",Added on 07 Apr 2020,5,6,"75,000,000"
5 bedroom detached duplex for sale,"  Lekki County, VGC, Lekki, Lagos",Added on 11 Apr 2020,5,6,"79,000,000"
Terraced duplex for sale,"  Ikeja GRA, Ikeja, Lagos",Added on 02 May 2020,5,6,"2,800,000,000"
4 bedroom semi-detached duplex for sale,"  Ajiwe, Ajah, Lagos",Added on 02 May 2020,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 02 May 2020,5,5,"80,000,000"
4 bedroom terraced duplex for sale,"  Chevron Alternative Route, Lekki Expressway, Lekki, Lagos",Added on 02 May 2020,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  Beuna Vista Estate, Lekki Expressway, Lekki, Lagos",Added on 02 May 2020,5,5,"70,000,000"
4 bedroom house for sale,"  Ihuntayi, Oniru, Victoria Island (VI), Lagos",Added on 01 May 2020,4,4,"95,000,000"
?,"  Ihuntayi, Oniru, Victoria Island (VI), Lagos",?,4,4,"95,000,000"
5 bedroom block of flats for sale,"  Labak Estate Abule Egba Lagos, Abule Egba, Agege, Lagos",Added on 01 May 2020,5,4,"41,000,000"
